0,1,2,3,4
0.2728210063985465,0.25724361876212254,0.16608270846869416,0.15961159394456842,0.11496143529556918
0.29668517926293947,0.27517904064973786,0.16232592223516817,0.15495683784468955,0.10606445147134884
0.24586935295531914,0.22678293457770501,0.13117494706881583,0.12650442250871546,0.0829978547413053
0.2678755333090902,0.24635977051897107,0.1464638912132173,0.13736151498156987,0.09141574206054194
0.33668810147721695,0.31800971788312143,0.18977845991069014,0.19022557689317862,0.1295135698106565
0.3603822148828557,0.33915503079925746,0.13341289126633643,0.15204942580058262,0.08751243439089684
0.2514458791893888,0.23637794162959697,0.1302833298543638,0.12982059349306244,0.0820864839503393
0.3062509330954071,0.28736853958185293,0.12592433457276514,0.13637544215135006,0.07927950638507568
0.2979387610573948,0.2880548897191274,0.15801448188292316,0.1701497320675916,0.10931966156318368
0.3677421974770302,0.3430895912013603,0.1566618913883777,0.1723669674974636,0.10108387065134064
0.260355615373817,0.24601682990364906,0.12173473221406998,0.1355604910038261,0.07724247950419566
0.2957403100536139,0.27702498936433306,0.13068847710410728,0.1428875047434019,0.0805259116671117
0.24724081523859429,0.22645616040811828,0.17192986089640167,0.15072926015719934,0.11451116206225148
0.20747975271751887,0.19089001988268736,0.13886667278964093,0.11835651537662936,0.08577470052518768
0.24941785562749857,0.23296726410633836,0.16167580761285166,0.15080307588106195,0.1100766919697377
0.18781063035925571,0.17416237053831363,0.12099385376670921,0.10830804265405562,0.07687569378026932
0.2664275594638641,0.24704903832056568,0.16815109896262626,0.156558138535621,0.1102737862984007
0.22844157002784077,0.210124233285097,0.14049574871468667,0.12735661455785324,0.08532723909733782
0.32303546470678046,0.30149137019652383,0.15796466258604752,0.1628665850099464,0.1063646901536452
0.23439672890723795,0.21933064843973404,0.11702597992380721,0.11580724715446555,0.07635600462151321
0.380831602415126,0.36172520303189537,0.12257212633480058,0.15995505598003856,0.08762764267438138
0.25302619944096,0.23701216872470582,0.11022117630852496,0.11509604682252764,0.07143591217272356
0.27957803370379863,0.26245176389608826,0.10711521777493015,0.12564699435359294,0.07005155560531512
0.2704220531063321,0.25756877457379423,0.0892983565293517,0.11299891656073252,0.058989601157042326
0.3517633039500578,0.3397606196878619,0.12135517370696465,0.15333752913103016,0.08705686951692246
0.34357603058260366,0.3267904508090723,0.10732354203634131,0.13380932894865996,0.07249019168050455
0.25649018712871596,0.24425892974482533,0.0917046355352568,0.11498062525829587,0.06198306001891341
0.2840444313533864,0.267421060452003,0.09505590550485213,0.119397997867904,0.06362699143211663
0.2522991049330213,0.24042577997063996,0.1618604441316577,0.14940859176295346,0.10850477536877122
0.2058870239690438,0.19373651370394257,0.13399865308693765,0.11890037755703753,0.08547534063625895
0.2931835842819643,0.27571673287587045,0.16976554309036657,0.16535797145852235,0.11413169736352198
0.20147776554448768,0.1895477492615977,0.10647770169583926,0.10679101025112897,0.06934683001607969
0.2960144314697588,0.27709928329605255,0.15517320651291133,0.1565454957602273,0.10469734592350337
0.22815805759978733,0.21460164909140864,0.11085291583092735,0.11765379434079093,0.07463156129266234
